,Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
11,1764-VUUMT,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,2
12,7531-GQHME,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
13,4377-VDHYI,1,50.0,0,0,1,1,3,3,1,5,35.0,3,1,1.53,0,1,2,57.0,0,1,0,1,1,0,0,1,1,1,0,89.7,3165.6,0.0,0.0,751.942966389144,3219.15,3
14,7516-GMHUV,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
15,5197-PYEPU,0,64.0,0,0,1,0,0,1,1,0,40.0,2,1,2.03,1,1,2,19.0,0,0,0,1,0,0,0,1,0,1,0,84.85,3303.05,0.0,0.0,81.19999999999997,3384.25,1
16,2120-SMPEX,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,2
17,0496-AHOOK,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,1
18,2805-AUFQN,1,50.0,0,0,0,0,0,4,0,0,28.0,3,1,13.69,0,1,2,12.0,0,1,0,1,1,0,0,1,1,1,0,91.25,2259.597129112353,0.0,0.0,383.32,2866.970000000001,3
19,0841-NULXI,1,28.0,1,0,1,1,0,2,1,1,71.0,1,1,20.49,0,0,3,0.0,0,0,0,0,0,0,0,1,2,1,1,64.19761171032337,1397.3,0.0,0.0,1454.79,2852.09,3
20,0263-FJTQO,0,63.0,0,0,0,0,0,2,0,0,60.0,2,1,39.41,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,25.0,1505.05,0.0,0.0,2364.6,3869.65,3
21,3280-NMUVX,1,46.624197983501375,0,0,0,0,0,3,0,0,32.40104486785495,0,1,47.45,1,1,1,5.0,1,0,0,0,0,1,1,1,0,0,0,65.75,1111.2,0.0,0.0,806.6500000000003,1917.85,3
22,1820-TQVEV,0,74.0,0,1,1,0,0,3,1,2,32.40104486785495,0,1,12.33,0,1,0,23.0,0,0,1,1,1,0,0,1,1,0,0,64.2,2106.3,0.0,0.0,419.22,2525.5200000000004,3
23,1100-DDVRV,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
24,9779-DPNEJ,0,65.0,0,1,0,0,0,2,0,0,46.0,0,1,16.04,1,1,1,26.0,0,0,1,1,0,1,1,1,1,1,0,69.1,3255.35,0.0,0.0,737.8399999999997,3993.19,3
25,8409-WQJUX,1,73.0,0,1,1,0,0,2,1,10,72.0,1,1,23.006725581395354,1,1,2,30.0,1,1,1,1,0,0,0,1,2,1,0,93.05,6735.05,0.0,0.0,96.48,6831.53,3
26,7493-TPUWZ,1,77.0,0,1,1,0,0,4,1,1,29.0,3,1,23.006725581395354,1,1,1,20.323666978484564,0,0,0,0,0,0,0,1,1,1,0,64.19761171032337,1442.0,0.0,0.0,751.942966389144,2533.85,3
27,1135-HIORI,1,46.624197983501375,0,0,0,0,0,3,0,0,32.40104486785495,5,1,30.8,0,1,1,27.0,0,1,0,1,1,0,0,1,0,1,0,64.19761171032337,520.95,0.0,0.0,751.942966389144,767.35,3
28,6230-BSUXY,1,34.0,0,0,0,0,0,2,0,0,1.0,0,1,2.24,0,1,2,6.0,0,0,0,0,0,0,0,1,0,1,2,70.15,70.15,0.0,6.506550218340611,2.24,3025.3811100803964,1
29,9667-EQRXU,1,46.624197983501375,0,0,0,0,0,2,1,2,60.0,0,1,22.95,1,1,2,15.0,0,1,0,0,0,1,1,1,1,1,0,104.35,6339.45,41.23,6.506550218340611,1377.0,7675.22,3
30,2014-MKGMH,1,46.624197983501375,0,0,0,0,0,2,0,0,4.0,0,1,48.35,1,1,0,24.0,0,0,1,0,1,0,0,1,0,1,0,89.2,346.2,2.0400186451211937,0.0,193.4,539.6,1
31,7207-RMRDB,1,72.0,0,1,1,0,0,2,1,1,33.0,0,1,27.78,1,1,2,8.0,0,0,0,0,0,0,0,1,0,1,0,94.5,2259.597129112353,0.0,0.0,751.942966389144,4022.29,4
32,1934-SJVJK,1,46.624197983501375,0,0,0,0,0,2,0,0,9.0,5,1,27.64,0,1,0,29.0,0,1,0,0,0,0,0,1,0,1,0,50.1,484.05,0.0,6.506550218340611,248.76,732.81,3
33,7077-XJMET,1,46.624197983501375,0,0,0,0,0,3,0,0,71.0,0,1,4.89,1,0,3,0.0,0,0,0,0,0,0,0,1,0,1,1,24.35,1654.6,0.0,0.0,347.19,2001.79,3
34,2452-KDRRH,1,46.624197983501375,0,0,0,0,0,2,0,0,44.0,2,1,49.57,1,1,0,21.0,0,0,1,1,1,0,1,0,1,1,0,64.19761171032337,2259.597129112353,0.0,100.0,751.942966389144,5985.23,3
35,7351-MHQVU,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,5
36,8631-XVRZL,1,46.624197983501375,0,0,0,0,0,2,1,9,18.0,0,1,43.69,1,0,3,0.0,0,0,0,0,0,0,0,0,2,1,1,24.65,471.35,0.0,0.0,786.42,1257.77,3
37,3143-ILDAL,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,0
38,4797-AXPXK,0,46.624197983501375,1,0,1,1,2,2,1,7,36.0,0,1,40.54,1,1,0,59.0,1,0,1,0,1,1,1,1,2,1,1,92.9,3379.25,0.0,0.0,1459.44,4838.690000000001,3
39,6164-HAQTX,1,24.0,1,0,1,1,3,3,1,9,72.0,1,0,23.006725581395354,0,1,1,51.0,1,1,1,1,1,1,1,1,2,1,1,64.19761171032337,2259.597129112353,0.0,80.0,0.0,4558.85,3
40,0526-SXDJP,1,46.624197983501375,0,0,0,0,0,2,0,0,69.0,1,1,23.006725581395354,1,1,1,28.0,1,0,1,1,0,1,0,1,2,1,1,85.35,5897.4,0.0,6.506550218340611,1274.4299999999996,7171.83,3
41,3671-SHRSP,0,46.624197983501375,0,0,0,1,0,4,0,0,32.40104486785495,5,1,49.66,0,0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,20.05,96.8,0.0,0.0,347.62,444.42,3
42,6101-IMRMM,0,46.624197983501375,1,0,1,0,0,2,1,1,33.0,0,1,35.31,1,1,3,0.0,0,0,0,0,0,0,0,0,2,1,0,24.5,740.3,35.05,0.0,1165.23,1870.48,5
43,7131-ZQZNK,0,20.0,1,0,0,1,2,2,1,1,7.0,0,1,25.64,0,1,1,20.323666978484564,1,0,0,0,0,0,0,1,0,0,1,50.7,350.35,0.0,0.0,179.48000000000005,529.83,3
44,1775-KWJKQ,0,27.0,1,0,0,0,0,2,0,0,4.0,5,1,23.006725581395354,1,1,2,73.0,1,0,0,0,0,0,0,1,0,1,0,80.15,319.85,0.0,0.0,26.0,345.85,3
45,4078-SAYYN,1,65.0,0,1,0,0,0,1,0,0,4.0,0,1,49.5,1,1,2,23.0,0,0,0,0,0,1,1,1,0,1,0,64.19761171032337,424.45,0.0,6.506550218340611,198.0,622.45,1
46,9774-NRNAU,1,75.0,0,1,1,1,0,2,1,8,57.0,0,1,23.006725581395354,0,1,2,15.0,0,1,1,0,1,0,0,1,0,1,1,95.3,5567.45,0.0,0.0,751.942966389144,7177.7,3
47,2123-AGEEN,1,20.0,1,0,0,0,0,2,0,0,20.0,0,1,31.02,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,1,19.4,415.4,0.0,6.506550218340611,620.4,1035.8,3
48,0742-MOABM,1,46.624197983501375,0,0,0,0,0,2,0,0,16.0,4,1,18.99,1,1,2,30.0,0,1,1,0,0,1,1,1,0,1,1,95.6,1555.65,0.0,0.0,303.84,1859.49,0
49,5884-GCYMI,1,46.624197983501375,0,0,0,0,0,2,0,0,65.0,0,1,23.006725581395354,0,1,0,17.0,1,1,1,1,1,1,1,1,0,1,0,84.85,5459.2,0.0,0.0,2713.1,8172.299999999997,3
50,3452-GWUIN,1,29.0,1,0,1,0,0,2,1,2,71.0,1,1,40.63,1,1,1,69.0,1,1,0,1,0,0,1,1,2,0,0,64.19761171032337,4681.75,4.7,0.0,2884.73,7561.7800000000025,3
51,6713-OKOMC,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
52,9039-ZVJDC,0,65.0,0,1,0,1,0,2,1,0,65.0,0,1,19.58,1,1,2,26.0,0,1,1,0,1,1,1,1,1,1,0,107.45,7047.5,0.0,0.0,1272.6999999999996,8320.2,3
53,8701-DGLVH,1,46.624197983501375,0,0,0,0,0,2,0,0,5.0,0,1,41.93,0,0,3,0.0,0,0,0,0,0,0,0,0,0,1,1,19.65,92.05,0.0,6.506550218340611,209.65,301.7,3
54,8630-FJLIB,0,44.0,0,0,0,1,2,2,1,10,16.0,4,1,7.14,0,0,3,0.0,0,0,0,0,0,0,0,0,2,0,1,19.7,301.55,0.0,0.0,114.24,3025.3811100803964,3
55,1850-AKQEP,1,46.624197983501375,0,0,0,0,0,2,1,5,43.0,2,1,48.1,1,1,1,51.0,1,0,0,1,0,1,1,1,1,1,0,71.9,3173.35,2.0400186451211937,0.0,2068.3,5241.65,3
56,8313-NDOIA,1,62.0,0,0,0,1,1,2,0,0,61.0,2,1,32.05,1,0,3,0.0,0,0,0,0,0,0,0,1,2,1,1,64.19761171032337,2259.597129112353,0.0,0.0,1955.05,3453.4,3
57,2703-AMTUL,0,60.0,0,0,0,0,0,2,0,0,17.0,0,1,22.61,0,1,2,19.0,0,1,0,0,1,0,0,1,0,1,0,83.55,2259.597129112353,0.0,0.0,751.942966389144,1713.52,3
58,5789-LDFXO,0,46.624197983501375,0,0,0,0,0,2,0,0,4.0,0,1,27.57,0,1,2,27.0,0,0,0,0,0,0,0,1,0,1,0,79.0,303.15,0.0,0.0,110.28,413.43,2
59,4522-AKYLR,0,49.0,0,0,0,0,0,2,0,0,1.0,0,1,43.06,0,1,2,9.0,1,1,0,1,0,0,0,1,0,1,1,64.19761171032337,83.4,0.0,0.0,43.06,126.46,3
60,2121-JAFOM,1,39.0,0,0,1,0,0,2,1,10,67.0,0,1,0.0,0,1,1,6.0,0,1,0,1,0,1,1,1,2,1,0,64.19761171032337,2259.597129112353,0.0,0.0,0.0,3521.7,3
61,1732-FEKLD,0,51.0,0,0,0,0,0,2,0,0,64.0,0,1,44.31,0,1,2,4.0,1,1,1,1,1,1,1,1,2,1,0,115.1,7334.05,2.0400186451211937,6.506550218340611,2835.84,10169.89,3
62,6860-YRJZP,0,21.0,0,0,1,0,0,2,1,7,11.0,0,1,1.92,0,0,3,0.0,0,0,0,0,0,0,0,0,1,1,1,20.6,233.9,0.0,0.0,21.12,255.02,3
63,8070-AAWZP,1,56.0,0,0,1,1,3,4,1,2,38.0,0,1,23.006725581395354,1,1,0,30.0,0,1,1,0,1,1,1,1,1,0,0,78.95,2259.597129112353,0.0,6.506550218340611,519.46,3382.01,3
64,5067-XJQFU,1,46.0,0,0,0,0,0,4,0,0,3.0,5,1,13.72,0,1,2,26.0,0,1,0,0,0,1,1,1,0,0,0,84.3,235.05,0.0,0.0,751.942966389144,276.21000000000004,3
65,4847-QNOKA,1,46.624197983501375,0,0,0,0,0,4,0,3,41.0,0,1,20.41,1,1,2,20.323666978484564,0,1,1,1,1,1,1,1,1,1,0,109.1,4454.25,0.0,0.0,836.8100000000003,5291.06,3
66,0807-ZABDG,1,44.0,0,0,1,0,0,2,1,7,44.0,0,1,32.22,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,24.85,1013.6,0.0,0.0,1417.6799999999994,2431.28,3
67,7233-IOQNP,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
68,1384-RCUXW,0,33.0,0,0,0,0,0,4,0,0,36.0,0,1,44.87,0,1,0,8.0,1,1,1,1,1,0,0,1,0,1,1,76.35,2606.35,0.0,0.0,1615.32,4221.67,3
69,9968-FFVVH,1,46.624197983501375,0,0,0,0,0,3,0,0,1.0,0,1,14.65,0,1,0,15.0,0,0,1,1,0,0,0,1,0,0,1,64.19761171032337,55.05,0.0,0.0,14.65,69.7,3
70,7989-CHGTL,0,24.0,1,0,0,0,0,2,0,0,1.0,5,1,26.12,0,0,3,0.0,0,0,0,0,0,0,0,0,0,1,1,20.5,2259.597129112353,2.0400186451211937,0.0,26.12,46.62000000000001,5
71,8096-LOIST,1,43.0,0,0,1,0,0,3,0,1,72.0,1,1,38.3,1,1,2,3.0,0,0,1,0,1,0,0,1,2,1,1,97.95,7114.25,0.0,0.0,2757.6,3025.3811100803964,3
72,5364-EVNIB,1,46.624197983501375,0,0,0,0,0,2,0,0,17.0,0,1,33.68,0,1,1,14.0,1,1,0,0,0,0,0,1,0,1,1,55.5,934.15,0.0,0.0,572.56,1506.71,3
73,4789-KWMXN,1,46.624197983501375,0,0,0,0,0,2,0,0,72.0,1,1,2.25,1,1,2,16.0,1,1,0,0,1,0,0,1,2,1,0,101.3,7261.25,2.0400186451211937,6.506550218340611,162.0,7423.25,3
74,1084-UQCHV,1,46.624197983501375,0,0,0,0,0,4,0,4,10.0,0,1,4.16,1,0,3,0.0,0,0,0,0,0,0,0,0,0,1,0,24.4,253.9,0.0,0.0,41.6,3025.3811100803964,3
75,0788-DXBFY,1,60.0,0,0,0,0,0,4,0,0,3.0,0,1,49.63,0,1,2,26.0,0,0,0,0,0,1,1,1,0,1,0,80.35,253.8,2.0400186451211937,0.0,148.89,402.69000000000005,3
76,6791-YBNAK,0,34.0,0,0,0,0,0,2,0,1,1.0,0,1,11.08,0,1,2,13.0,0,0,0,0,0,0,0,1,0,1,0,69.8,69.8,0.0,0.0,11.08,80.88,2
77,4837-QUSFT,1,46.624197983501375,0,0,0,0,0,2,1,2,72.0,1,1,38.44,1,1,2,16.0,0,1,1,0,1,1,0,1,1,1,0,108.5,8003.8,0.0,0.0,2767.68,10771.48,3
78,5948-UJZLF,0,68.0,0,1,1,0,0,3,1,4,55.0,0,1,23.006725581395354,1,1,2,21.0,0,1,1,1,0,0,0,1,2,0,0,64.19761171032337,5044.8,12.48,0.0,1250.6999999999996,6283.02,3
79,0913-XWSCN,1,27.0,1,0,1,1,1,2,1,1,32.40104486785495,0,1,29.67,1,1,2,20.323666978484564,1,1,0,0,0,0,0,1,1,1,0,85.5,5696.6,0.0,0.0,2017.56,7714.160000000003,3
80,1934-MKPXS,1,46.624197983501375,0,0,0,0,0,2,1,6,30.0,0,1,40.0,0,0,3,0.0,0,0,0,0,0,0,0,0,2,0,1,21.25,711.9,2.0400186451211937,6.506550218340611,1200.0,1911.9,3
81,6435-VWCCY,0,39.0,0,0,1,1,2,3,1,3,6.0,0,1,49.45,0,1,1,10.0,0,0,0,1,0,0,0,1,0,1,1,48.8,297.35,0.0,0.0,296.7000000000001,594.0500000000002,3
82,0402-CQAJN,0,69.0,0,1,0,0,0,0,0,0,1.0,0,1,23.006725581395354,0,1,0,2.0,0,0,0,0,0,0,0,1,0,0,1,50.55,50.55,0.0,6.506550218340611,751.942966389144,73.11,2
83,2359-KMGLI,1,73.0,0,1,0,0,0,2,0,0,9.0,0,1,10.04,0,1,2,13.0,0,0,0,0,0,1,0,1,0,1,0,83.85,790.15,0.0,0.0,90.36,880.51,2
84,9391-EOYLI,1,46.624197983501375,0,0,0,0,0,2,0,0,17.0,0,1,38.78,1,1,2,59.0,1,0,1,1,1,0,0,1,0,1,0,64.19761171032337,1672.1,0.0,6.506550218340611,751.942966389144,2331.36,3
85,7356-AYNJP,1,46.624197983501375,0,0,0,0,0,2,0,0,32.0,0,1,25.21,0,1,2,26.0,0,0,0,1,0,1,1,1,0,1,0,96.2,3183.4,0.0,0.0,806.72,3990.12,0
86,7892-POOKP,1,46.624197983501375,0,0,0,0,0,2,1,1,72.0,0,1,22.78,0,0,3,20.323666978484564,0,0,0,0,0,0,0,0,2,0,0,20.35,1354.4,2.0400186451211937,6.506550218340611,1640.16,2994.5600000000004,3
87,8050-XGRVL,1,46.624197983501375,0,0,0,0,0,2,0,1,66.0,0,1,25.83,1,1,2,24.0,0,1,0,0,0,1,0,1,1,0,0,95.3,6273.4,0.0,0.0,1704.78,7978.179999999998,3
88,8755-OGKNA,0,78.0,0,1,0,0,0,2,0,0,1.0,5,1,24.75,0,1,2,20.323666978484564,0,0,0,0,0,0,0,0,0,1,0,71.15,71.15,0.0,20.0,24.75,115.9,1
89,1818-ESQMW,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
90,9133-AYJZG,1,32.0,0,0,0,0,0,0,0,0,7.0,5,1,9.25,1,1,2,29.0,0,0,1,0,0,1,1,1,0,1,0,98.05,713.0,0.0,0.0,64.75,3025.3811100803964,1
91,7814-LEEVE,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
92,6022-UGGSO,1,69.0,0,1,1,0,0,2,1,7,69.0,0,0,0.0,0,1,2,13.0,0,0,1,0,0,0,0,1,1,1,0,29.8,2134.3,2.0400186451211937,0.0,0.0,2134.3,3
93,7446-YPODE,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
94,8399-YNDCH,1,46.624197983501375,0,0,0,0,0,2,0,0,32.40104486785495,0,1,23.006725581395354,0,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,0,64.19761171032337,2259.597129112353,2.0400186451211937,6.506550218340611,751.942966389144,3025.3811100803964,3
95,5196-WPYOW,1,46.624197983501375,0,0,0,0,0,2,0,0,4.0,5,1,43.77,0,1,1,20.323666978484564,0,0,0,0,0,0,1,1,0,1,1,44.8,2259.597129112353,0.0,0.0,175.08,351.28,3
96,0856-NAOES,1,76.0,0,1,1,0,0,3,1,10,60.0,2,1,17.05,0,1,2,21.0,0,1,1,0,1,0,0,1,1,1,0,97.95,2259.597129112353,0.0,0.0,1023.0,6890.0,3
97,2999-AANRQ,0,54.0,0,0,0,0,0,2,0,0,32.40104486785495,0,1,9.52,0,1,2,4.0,0,0,1,1,0,1,0,1,0,1,0,94.2,999.9,0.0,0.0,104.72,1104.62,3
98,7714-YXSMB,1,46.624197983501375,0,0,0,0,0,2,0,0,1.0,5,0,0.0,0,1,0,19.0,0,1,0,1,0,0,0,0,0,0,1,33.6,33.6,0.0,50.0,0.0,83.6,3
99,3541-ZNUHK,1,46.624197983501375,0,0,0,0,0,4,0,0,20.0,0,1,22.75,1,1,0,11.0,0,1,0,1,0,1,1,1,0,1,1,68.9,2259.597129112353,0.0,0.0,455.0,1825.35,3
100,7089-IVVAZ,0,56.0,0,0,0,0,0,3,0,0,46.0,2,1,46.83,1,1,1,2.0,1,0,0,0,1,1,1,1,2,0,2,64.19761171032337,3593.8,0.0,0.0,2154.18,3025.3811100803964,3
101,7817-BOQPW,1,46.624197983501375,0,0,0,0,0,4,0,0,1.0,0,1,29.19,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,1,20.3,20.3,2.0400186451211937,0.0,29.19,49.49,3
102,8496-EJAUI,0,57.0,0,0,0,0,0,2,0,0,1.0,5,1,15.92,0,1,2,11.0,0,0,0,0,0,0,0,1,0,1,0,70.3,2259.597129112353,0.0,0.0,15.92,3025.3811100803964,2
103,8059-UDZFY,0,55.0,0,0,1,0,0,3,1,1,4.0,0,0,23.006725581395354,0,1,1,29.0,0,0,0,0,0,0,0,1,0,1,0,25.15,99.95,0.0,6.506550218340611,0.0,99.95,3
104,9643-YBLUR,1,63.0,0,0,0,0,0,2,1,1,25.0,0,1,23.006725581395354,0,1,2,4.0,0,0,0,0,1,1,1,0,1,1,0,90.4,2178.6,0.0,6.506550218340611,881.7500000000001,3025.3811100803964,1
105,4829-ZLJTK,1,61.0,0,0,1,0,0,1,1,1,7.0,0,1,5.13,0,1,2,4.0,0,0,1,0,0,0,0,1,0,0,0,48.7,340.25,0.0,0.0,35.91,3025.3811100803964,4
106,6176-YJWAS,1,28.0,0,0,0,0,0,0,0,0,1.0,5,1,10.98,0,1,3,0.0,0,0,0,0,0,0,0,0,0,1,0,20.2,2259.597129112353,0.0,0.0,10.98,3025.3811100803964,5
107,7480-QNVZJ,0,38.0,0,0,1,0,3,1,1,5,4.0,0,1,42.71,0,1,1,20.323666978484564,0,1,0,1,0,0,0,1,0,1,1,56.5,2259.597129112353,0.0,0.0,170.84,405.94,2
108,9441-QHEVC,0,62.0,0,0,0,0,0,0,0,0,7.0,0,1,46.79,1,1,2,25.0,0,0,0,0,0,0,0,1,0,1,0,74.9,2259.597129112353,0.0,0.0,327.53,868.68,1
109,8751-EDEKA,0,20.0,1,0,0,0,0,3,0,0,1.0,0,1,10.05,0,1,2,51.0,0,0,0,0,0,0,0,0,0,1,0,70.25,70.25,0.0,10.0,10.05,90.3,3
110,4530-NDRKU,1,58.0,0,0,0,0,0,1,0,0,2.0,0,1,11.75,0,1,2,4.0,0,0,0,0,0,0,0,1,0,1,0,67.75,116.65,0.0,0.0,23.5,140.15,4
111,7392-YYPYJ,1,39.0,0,0,0,0,0,4,0,0,43.0,2,1,19.66,1,1,2,20.323666978484564,0,0,0,0,0,0,0,1,0,1,1,75.35,3161.4,0.0,6.506550218340611,845.38,3025.3811100803964,3
112,3096-WPXBT,0,26.0,1,0,1,0,0,4,1,5,60.0,0,1,14.0,0,1,0,42.0,0,1,1,1,1,1,0,1,2,1,0,80.6,4946.7,0.0,0.0,840.0,5786.7,3
113,1725-IQNIY,1,42.0,0,0,1,1,0,2,1,2,72.0,1,1,11.66,1,1,2,28.0,0,1,1,1,1,0,1,1,2,1,0,112.25,8041.65,0.0,0.0,751.942966389144,8881.17,3
114,6173-ITPWD,0,40.0,0,0,0,0,0,2,0,0,41.0,2,1,36.47,1,1,1,8.0,0,1,0,0,0,0,0,1,1,1,0,56.3,2259.597129112353,0.0,0.0,1495.27,3859.27,3
115,1730-ZMAME,0,60.0,0,0,1,0,0,2,1,0,32.40104486785495,2,1,16.39,1,1,2,14.0,1,1,0,0,1,0,0,1,0,1,0,94.75,5597.65,0.0,0.0,967.01,6564.66,3
